Time [s],LVDT #1 (195620) [],LVDT # 2 (195619) [],LVDT #7 (198068) [],LVDT #3 (196487) [],LVDT #4 (196488) [],LVDT #5 (194513) [],LVDT #8 (198067) [],Weight,Model
11.005,-0.142106288,-0.510176469,-2.637173612,-0.769087933,-1.05266136,-1.768508722,-3.499284659,2.5,6
11.106,-0.141822795,-0.511508578,-2.637862924,-0.769235626,-1.048638711,-1.765764078,-3.499087525,2.5,6
11.207,-0.140836799,-0.511582571,-2.637222915,-0.769162014,-1.052048033,-1.769473362,-3.499185857,2.5,6
11.307,-0.140479377,-0.509744745,-2.63702617,-0.769260007,-1.049325488,-1.765615509,-3.497508575,2.5,6
11.408,-0.140577988,-0.511187902,-2.636041505,-0.769309238,-1.051287807,-1.769065149,-3.497163239,2.5,6
11.51,-0.141761207,-0.510509496,-2.63663221,-0.769186395,-1.050625357,-1.768286221,-3.49721264,2.5,6
11.61,-0.142069265,-0.511323537,-2.636287554,-0.769284857,-1.052244288,-1.768805507,-3.497508575,2.5,6
11.71,-0.142143194,-0.509942021,-2.637518268,-0.769260007,-1.049350049,-1.768583006,-3.498692788,2.5,6
11.811,-0.141958312,-0.511656564,-2.637468964,-0.769137164,-1.050134836,-1.765875151,-3.49933406,2.5,6
11.913,-0.140947751,-0.511434585,-2.637222915,-0.769260007,-1.048834967,-1.76928765,-3.499136926,2.5,6
12.014,-0.140504059,-0.510040717,-2.637124308,-0.769260007,-1.050453663,-1.765838363,-3.49879159,2.5,6
12.114,-0.140528741,-0.510805468,-2.636878259,-0.769309238,-1.052342299,-1.769250508,-3.497508575,2.5,6
12.215,-0.141588667,-0.510164117,-2.637124308,-0.769358469,-1.049227477,-1.768842649,-3.497410244,2.5,6
12.316,-0.141933748,-0.511718323,-2.636828955,-0.769210776,-1.050968746,-1.768768364,-3.498002115,2.5,6
12.416,-0.142167876,-0.509843324,-2.637321523,-0.769358469,-1.049766887,-1.768768364,-3.498643387,2.5,6
12.518,-0.142143194,-0.511779964,-2.63702617,-0.769309238,-1.052170604,-1.765689793,-3.499482263,2.5,6
12.619,-0.141132633,-0.511187902,-2.637715483,-0.769284857,-1.050159397,-1.769102292,-3.49884052,2.5,6
12.72,-0.14060267,-0.510497144,-2.637222915,-0.769481312,-1.052955626,-1.765875151,-3.498939322,2.5,6
12.821,-0.140479377,-0.510361393,-2.637715483,-0.769530543,-1.049129233,-1.769139434,-3.497952714,2.5,6
12.923,-0.141453032,-0.510016014,-2.635942898,-0.769260007,-1.049963142,-1.768138005,-3.496620769,2.5,6
13.023,-0.141872042,-0.511594923,-2.63545033,-0.768645792,-1.047976496,-1.766950865,-3.49721264,2.5,6
13.123,-0.142266488,-0.509695338,-2.634318224,-0.768227563,-1.049104671,-1.766728364,-3.495732492,2.5,6
13.225,-0.142439028,-0.511360592,-2.635105674,-0.768276794,-1.049472621,-1.763538366,-3.495880695,2.5,6
13.326,-0.141551643,-0.510583489,-2.635893594,-0.768276794,-1.050233081,-1.766765507,-3.496472566,2.5,6
13.426,-0.140960093,-0.510891813,-2.635942898,-0.768252413,-1.047780241,-1.763538366,-3.496423165,2.5,6
13.528,-0.140688941,-0.509756979,-2.634514969,-0.76810472,-1.047314281,-1.765541578,-3.494449949,2.5,6
13.63,-0.141144974,-0.509078573,-2.632643776,-0.767760572,-1.04984057,-1.765281935,-3.49237793,2.5,6
13.73,-0.141551643,-0.510904165,-2.631462366,-0.7672692,-1.046480137,-1.763538366,-3.49075005,2.5,6
13.831,-0.142069265,-0.509473359,-2.631609807,-0.767317962,-1.049006661,-1.76461408,-3.491243119,2.5,6
13.932,-0.142439028,-0.510299751,-2.632102375,-0.767121507,-1.045474534,-1.760830865,-3.49129252,2.5,6
14.032,-0.141798113,-0.509522649,-2.631708415,-0.7672692,-1.047829363,-1.763464435,-3.492131396,2.5,6
14.133,-0.141218903,-0.51081782,-2.633136344,-0.767170738,-1.045842483,-1.761498366,-3.493068603,2.5,6
