Time [s],LVDT #1 (195620) [],LVDT # 2 (195619) [],LVDT #7 (198068) [],LVDT #3 (196487) [],LVDT #4 (196488) [],LVDT #5 (194513) [],LVDT #8 (198067) [],Weight,Model
3.163,-0.157431602,-0.342321437,-2.080674596,-0.796718232,-1.411945118,-1.73084177,-3.122323596,2.5,10
3.263,-0.169398487,-0.367201079,-2.434194763,-0.933148985,-1.648491552,-2.025797388,-3.395486125,2.5,10
3.364,-0.179566155,-0.390711674,-2.584268635,-0.990499086,-1.754746122,-2.148275206,-3.86544149,2.5,10
3.465,-0.188883344,-0.412297981,-2.716469683,-1.042908037,-1.846063304,-2.259959099,-4.067168309,2.5,10
3.566,-0.203857464,-0.443012129,-2.833160727,-1.12390612,-1.98866814,-2.365189066,-4.243340231,2.5,10
3.666,-0.205927951,-0.448908276,-2.943303772,-1.134869858,-2.006058369,-2.458586891,-4.40323147,2.5,10
3.768,-0.204720167,-0.443702887,-2.908640927,-1.121890463,-1.979715484,-2.428356901,-4.349506719,2.5,10
3.87,-0.193135269,-0.417441611,-2.834539352,-1.092465578,-1.931052247,-2.366450137,-4.237814848,2.5,10
3.97,-0.187909688,-0.405834358,-2.667626626,-1.024594349,-1.809124389,-2.215708399,-4.099531602,2.5,10
4.07,-0.185789955,-0.399691529,-2.639020153,-1.013114623,-1.791783165,-2.193861262,-3.94536288,2.5,10
4.172,-0.185987178,-0.401665224,-2.649655194,-1.017023094,-1.79879818,-2.20521126,-3.961100153,2.5,10
4.273,-0.190239103,-0.41012701,-2.674765801,-1.038163812,-1.836227616,-2.223979825,-4.000271372,2.5,10
4.374,-0.191360617,-0.412371974,-2.72429817,-1.046079216,-1.851483949,-2.268972666,-4.075653987,2.5,10
4.475,-0.191742603,-0.41515971,-2.732373176,-1.049569926,-1.854991398,-2.275760167,-4.088184901,2.5,10
4.577,-0.191237323,-0.412877691,-2.729271269,-1.04949608,-1.854623566,-2.270678738,-4.083399121,2.5,10
4.677,-0.191027759,-0.412890043,-2.714845008,-1.0439161,-1.843144504,-2.26136874,-4.070473941,2.5,10
4.778,-0.190571843,-0.413062732,-2.70883794,-1.041850978,-1.840348275,-2.254321243,-4.05113463,2.5,10
4.878,-0.190054221,-0.411150796,-2.70489881,-1.040523617,-1.840446403,-2.249350887,-4.044178971,2.5,10
4.98,-0.18970914,-0.410916465,-2.700270836,-1.036098925,-1.829825928,-2.248015531,-4.035496159,2.5,10
5.081,-0.189302354,-0.409300501,-2.6882567,-1.034034037,-1.828942897,-2.235255892,-4.019314277,2.5,10
5.182,-0.189376283,-0.407931336,-2.689586491,-1.033640658,-1.824356161,-2.236294463,-4.021336895,2.5,10
5.284,-0.190004857,-0.411570168,-2.695937746,-1.035336782,-1.830708843,-2.245122318,-4.032239928,2.5,10
5.384,-0.191175735,-0.411742857,-2.717060388,-1.043620949,-1.843757714,-2.259143028,-4.04896428,2.5,10
5.485,-0.191705698,-0.41305038,-2.7227228,-1.046202059,-1.849546309,-2.266784096,-4.072693692,2.5,10
5.586,-0.191767286,-0.414592234,-2.721245567,-1.046349517,-1.851017872,-2.267637309,-4.069980401,2.5,10
5.687,-0.191533157,-0.410669783,-2.71381104,-1.039343715,-1.835565401,-2.257585172,-4.057351156,2.5,10
5.788,-0.190300691,-0.409991259,-2.688109258,-1.033984806,-1.827569344,-2.23844589,-4.017982332,2.5,10
5.889,-0.189327036,-0.408720791,-2.681117525,-1.031182391,-1.821069411,-2.231286966,-4.007721041,2.5,10
5.99,-0.188686121,-0.40918957,-2.683185463,-1.030936705,-1.820922278,-2.230025894,-4.012309217,2.5,10
6.091,-0.189290013,-0.412285629,-2.708591891,-1.04064646,-1.840054009,-2.2563241,-4.029427836,2.5,10
6.192,-0.190128151,-0.412939332,-2.721786969,-1.045587609,-1.847289724,-2.264818027,-4.072101821,2.5,10
6.293,-0.190547161,-0.41375349,-2.727252635,-1.04821795,-1.854599005,-2.268638738,-4.079847425,2.5,10
6.394,-0.191335934,-0.413642442,-2.724200032,-1.044432322,-1.842653982,-2.269565882,-4.073532567,2.5,10
6.495,-0.191274346,-0.41070672,-2.701058287,-1.039466558,-1.837576725,-2.245938389,-4.037124039,2.5,10
6.596,-0.190608749,-0.409954321,-2.688995316,-1.034328954,-1.827078705,-2.236591249,-4.018673005,2.5,10
6.698,-0.190214421,-0.407993095,-2.683579423,-1.032165839,-1.821093972,-2.234959107,-4.011273208,2.5,10
6.798,-0.190436208,-0.409349908,-2.695741001,-1.035656315,-1.830757965,-2.240968034,-4.017094526,2.5,10
6.899,-0.190830654,-0.412347271,-2.707163962,-1.040253316,-1.837257781,-2.254098742,-4.049901487,2.5,10
7,-0.191188076,-0.412877691,-2.717060388,-1.044186402,-1.847755684,-2.263594098,-4.064800355,2.5,10
7.101,-0.191138712,-0.4144566,-2.721590223,-1.046128446,-1.847093468,-2.263890883,-4.070868678,2.5,10
7.202,-0.191003194,-0.414098869,-2.713072423,-1.044038943,-1.8452784,-2.260552669,-4.056364077,2.5,10
7.303,-0.190645772,-0.411644161,-2.705538819,-1.041113686,-1.838901156,-2.252058389,-4.044178971,2.5,10
7.404,-0.18962287,-0.411607223,-2.69795638,-1.038114581,-1.832327657,-2.243008033,-4.032684066,2.5,10
7.505,-0.189844658,-0.410102307,-2.694509817,-1.036344611,-1.831273048,-2.244083747,-4.026911679,2.5,10
7.605,-0.190103468,-0.409781631,-2.698399644,-1.036885448,-1.83139562,-2.243972674,-4.035347956,2.5,10
7.706,-0.190251327,-0.411903195,-2.70268343,-1.038778262,-1.836129489,-2.247830173,-4.043191892,2.5,10
7.808,-0.190916924,-0.411520878,-2.707902579,-1.042096899,-1.840152137,-2.255619457,-4.050246824,2.5,10
7.909,-0.191262005,-0.412742057,-2.711398445,-1.0423672,-1.842187905,-2.254877671,-4.055279138,2.5,10
8.01,-0.191533157,-0.413593152,-2.71001982,-1.042391815,-1.843978413,-2.255582314,-4.05167757,2.5,10
8.112,-0.191311252,-0.411964954,-2.708247235,-1.042096899,-1.838263502,-2.2561016,-4.047681266,2.5,10
8.212,-0.191298911,-0.412988739,-2.702634127,-1.040105857,-1.838925717,-2.247830173,-4.043981367,2.5,10
8.313,-0.191089465,-0.412137643,-2.703028087,-1.040007395,-1.834535236,-2.250760175,-4.040774537,2.5,10
8.414,-0.190658113,-0.411039747,-2.703569488,-1.040081242,-1.837429475,-2.251242672,-4.042797625,2.5,10
8.516,-0.19004188,-0.412544664,-2.704160194,-1.040056626,-1.835835223,-2.248794459,-4.045017376,2.5,10
8.617,-0.190029539,-0.411126092,-2.706228131,-1.040007395,-1.838704901,-2.254172673,-4.046892261,2.5,10
8.718,-0.189967951,-0.411644161,-2.70608069,-1.040154854,-1.839612493,-2.252169816,-4.047434731,2.5,10
8.82,-0.189967951,-0.411878609,-2.706129993,-1.040450005,-1.837159653,-2.250166958,-4.046398722,2.5,10
8.92,-0.190362279,-0.411126092,-2.704751368,-1.040351543,-1.839416238,-2.253171244,-4.044425505,2.5,10
9.02,-0.190768948,-0.412569367,-2.704209497,-1.040400774,-1.837331348,-2.249350887,-4.043142961,2.5,10
9.122,-0.191015535,-0.412606305,-2.704357408,-1.0402287,-1.837135209,-2.249350887,-4.04309356,2.5,10
9.223,-0.191385181,-0.411829202,-2.70450485,-1.040326928,-1.837601169,-2.252837317,-4.044080169,2.5,10
9.323,-0.191607086,-0.412914746,-2.705982082,-1.040277931,-1.836865387,-2.249833031,-4.046941662,2.5,10
9.425,-0.191570063,-0.411693568,-2.706770002,-1.040400774,-1.840569092,-2.252726244,-4.047434731,2.5,10
9.526,-0.191015535,-0.412742057,-2.706770002,-1.040253316,-1.83845964,-2.25465517,-4.047434731,2.5,10
9.628,-0.19079363,-0.412507608,-2.705982082,-1.040695691,-1.841010608,-2.250649101,-4.046793459,2.5,10
9.728,-0.190559502,-0.41123714,-2.705391377,-1.040597464,-1.838140813,-2.253245529,-4.04363603,2.5,10
9.829,-0.190214421,-0.412211636,-2.704554154,-1.040720307,-1.836595566,-2.252169816,-4.043784233,2.5,10
9.93,-0.189807634,-0.411508527,-2.704554154,-1.040622079,-1.837405031,-2.249202318,-4.044030768,2.5,10
10.032,-0.189943269,-0.411471471,-2.705588122,-1.040744922,-1.836865387,-2.254098742,-4.046596326,2.5,10
10.133,-0.190140492,-0.412927098,-2.706326739,-1.040548233,-1.840789791,-2.252169816,-4.048026602,2.5,10
10.234,-0.190460891,-0.411101506,-2.707311404,-1.040695691,-1.838312507,-2.251094102,-4.048371938,2.5,10
10.334,-0.190855219,-0.412310333,-2.70647465,-1.040671076,-1.840421842,-2.254580885,-4.047730667,2.5,10
10.436,-0.191274346,-0.412902394,-2.70608069,-1.04084315,-1.838876595,-2.250574817,-4.045362712,2.5,10
10.536,-0.191483793,-0.41140983,-2.705243466,-1.040671076,-1.837674736,-2.250797317,-4.043685431,2.5,10
10.637,-0.191397522,-0.412927098,-2.704062056,-1.040769538,-1.838803028,-2.25346803,-4.043734832,2.5,10
10.738,-0.191422205,-0.41211294,-2.705243466,-1.040622079,-1.836938954,-2.249313745,-4.044918574,2.5,10
10.839,-0.19128657,-0.411163148,-2.705342074,-1.040769538,-1.838754023,-2.252763386,-4.046497524,2.5,10
10.942,-0.190497914,-0.412705001,-2.706425346,-1.040671076,-1.840103015,-2.254506601,-4.047977671,2.5,10
11.042,-0.190214421,-0.411261844,-2.706819306,-1.040794153,-1.839710621,-2.252058389,-4.048371938,2.5,10
11.142,-0.190103468,-0.41194025,-2.706326739,-1.040695691,-1.840716225,-2.254951602,-4.046497524,2.5,10
11.243,-0.189992516,-0.413136725,-2.706425346,-1.040818534,-1.83676726,-2.252948744,-4.045560316,2.5,10
11.345,-0.189918587,-0.411360541,-2.705440681,-1.040695691,-1.839955882,-2.249758746,-4.044227901,2.5,10
11.445,-0.19020208,-0.41281605,-2.705440681,-1.040867765,-1.836203055,-2.25391303,-4.045116178,2.5,10
11.546,-0.19062109,-0.412717353,-2.705883475,-1.040720307,-1.839808749,-2.250908744,-4.046152187,2.5,10
11.648,-0.19095383,-0.412038947,-2.706179297,-1.040794153,-1.839612493,-2.250871602,-4.04738533,2.5,10
11.749,-0.191237323,-0.413124373,-2.707360708,-1.040744922,-1.840176581,-2.254358385,-4.048323008,2.5,10
11.85,-0.191570063,-0.411841554,-2.707213266,-1.041015224,-1.840078454,-2.251242672,-4.048076003,2.5,10
11.95,-0.191643992,-0.411557816,-2.707065355,-1.041138301,-1.837944558,-2.253171244,-4.047335929,2.5,10
12.052,-0.191114029,-0.412631008,-2.706622091,-1.041261144,-1.840176581,-2.255137313,-4.045954583,2.5,10
12.152,-0.190978512,-0.411422182,-2.705883475,-1.041113686,-1.838386073,-2.250574817,-4.045313311,2.5,10
12.253,-0.190781289,-0.412409029,-2.70568673,-1.041187298,-1.838754023,-2.253727672,-4.045905653,2.5,10
12.356,-0.190066445,-0.411767561,-2.70647465,-1.041236529,-1.840667219,-2.25391303,-4.04684286,2.5,10
12.456,-0.18986934,-0.411730505,-2.707459315,-1.04128576,-1.83860689,-2.253319814,-4.048717275,2.5,10
12.557,-0.189967951,-0.413161429,-2.707902579,-1.041211913,-1.841819956,-2.256138742,-4.049161413,2.5,10
12.658,-0.19020208,-0.412483022,-2.707607226,-1.041334756,-1.838704901,-2.253208387,-4.047632335,2.5,10
12.759,-0.19037462,-0.411730505,-2.706819306,-1.039466558,-1.839318111,-2.251168387,-4.048076003,2.5,10
12.86,-0.190645772,-0.41153323,-2.700122925,-1.038213043,-1.833210689,-2.248942675,-4.037321173,2.5,10
12.961,-0.191077124,-0.409954321,-2.697218233,-1.038163812,-1.832793734,-2.243786962,-4.034213145,2.5,10
13.063,-0.190966171,-0.411126092,-2.697365675,-1.037819665,-1.83615405,-2.244825533,-4.036186832,2.5,10
13.163,-0.1910401,-0.410336755,-2.701255502,-1.038409498,-1.835589962,-2.249536245,-4.039393191,2.5,10
13.263,-0.191212641,-0.410065369,-2.703175528,-1.040277931,-1.840152137,-2.249276603,-4.046003984,2.5,10
13.365,-0.191052441,-0.411261844,-2.704406712,-1.040400774,-1.837748419,-2.252540886,-4.04629992,2.5,10
13.466,-0.190337597,-0.410188652,-2.704357408,-1.040105857,-1.839219983,-2.253764815,-4.045461514,2.5,10
